total_label|passport_label|con|con_label|connected_genvec
6.6-1.0.2.2.2.2.2.2.3.1.55|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, ba, ba, ba, b^2a, b ]
6.6-1.0.2.2.2.2.2.2.3.1.56|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, ba, ba, b^2a, a, b ]
6.6-1.0.2.2.2.2.2.2.3.1.57|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, ba, ba, b^2a, b^2a, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.58|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, ba, b^2a, a, a, b ]
6.6-1.0.2.2.2.2.2.2.3.1.59|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, ba, b^2a, a, b^2a, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.60|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, ba, b^2a, ba, a, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.61|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, ba, b^2a, ba, ba, b ]
6.6-1.0.2.2.2.2.2.2.3.1.62|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, ba, b^2a, b^2a, ba, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.63|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, ba, b^2a, b^2a, b^2a, b ]
6.6-1.0.2.2.2.2.2.2.3.1.64|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, a, a, a, b ]
6.6-1.0.2.2.2.2.2.2.3.1.65|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, a, a, b^2a, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.66|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, a, ba, a, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.67|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, a, ba, ba, b ]
6.6-1.0.2.2.2.2.2.2.3.1.68|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, a, b^2a, ba, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.69|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, a, b^2a, b^2a, b ]
6.6-1.0.2.2.2.2.2.2.3.1.70|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, ba, a, ba, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.71|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, ba, a, b^2a, b ]
6.6-1.0.2.2.2.2.2.2.3.1.72|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, ba, ba, a, b ]
6.6-1.0.2.2.2.2.2.2.3.1.73|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, ba, ba, b^2a, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.74|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, ba, b^2a, a, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.75|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, ba, b^2a, ba, b ]
6.6-1.0.2.2.2.2.2.2.3.1.76|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, b^2a, a, a, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.77|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, b^2a, a, ba, b ]
6.6-1.0.2.2.2.2.2.2.3.1.78|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, b^2a, ba, ba, b^2 ]
6.6-1.0.2.2.2.2.2.2.3.1.79|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, b^2a, ba, b^2a, b ]
6.6-1.0.2.2.2.2.2.2.3.1.80|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, b^2a, b^2a, a, b ]
6.6-1.0.2.2.2.2.2.2.3.1.81|6.6-1.0.2.2.2.2.2.2.3.1|[ 2, 2, 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, b^2a, b^2a, b^2a, b^2 ]
6.7-1.0.7.7.7.7.1.1|6.7-1.0.7.7.7.7.1|[ 2, 2, 7, 7 ]|[ 7A-1, 7A-1, 7A1, 7A1 ]|[ a, a, a^6, a^6 ]
6.7-1.0.7.7.7.7.2.1|6.7-1.0.7.7.7.7.2|[ 2, 2, 2, 5 ]|[ 7A-1, 7A-1, 7A-1, 7A-3 ]|[ a, a, a, a^4 ]
6.7-1.0.7.7.7.7.3.1|6.7-1.0.7.7.7.7.3|[ 2, 2, 3, 4 ]|[ 7A-1, 7A-1, 7A2, 7A3 ]|[ a, a, a^2, a^3 ]
6.7-1.0.7.7.7.7.4.1|6.7-1.0.7.7.7.7.4|[ 2, 3, 3, 3 ]|[ 7A-1, 7A2, 7A2, 7A2 ]|[ a, a^2, a^2, a^2 ]
6.7-1.0.7.7.7.7.5.1|6.7-1.0.7.7.7.7.5|[ 2, 3, 6, 7 ]|[ 7A-1, 7A2, 7A-2, 7A1 ]|[ a, a^2, a^5, a^6 ]
6.7-1.0.7.7.7.7.6.1|6.7-1.0.7.7.7.7.6|[ 2, 4, 6, 6 ]|[ 7A-1, 7A3, 7A-2, 7A-2 ]|[ a, a^3, a^5, a^5 ]
6.7-1.0.7.7.7.7.7.1|6.7-1.0.7.7.7.7.7|[ 2, 4, 5, 7 ]|[ 7A-1, 7A3, 7A-3, 7A1 ]|[ a, a^3, a^4, a^6 ]
6.7-1.0.7.7.7.7.8.1|6.7-1.0.7.7.7.7.8|[ 2, 5, 5, 6 ]|[ 7A-1, 7A-3, 7A-3, 7A-2 ]|[ a, a^4, a^4, a^5 ]
6.7-1.0.7.7.7.7.9.1|6.7-1.0.7.7.7.7.9|[ 3, 3, 6, 6 ]|[ 7A2, 7A2, 7A-2, 7A-2 ]|[ a^2, a^2, a^5, a^5 ]
6.7-1.0.7.7.7.7.10.1|6.7-1.0.7.7.7.7.10|[ 3, 3, 5, 7 ]|[ 7A2, 7A2, 7A-3, 7A1 ]|[ a^2, a^2, a^4, a^6 ]
6.7-1.0.7.7.7.7.11.1|6.7-1.0.7.7.7.7.11|[ 3, 4, 4, 7 ]|[ 7A2, 7A3, 7A3, 7A1 ]|[ a^2, a^3, a^3, a^6 ]
6.7-1.0.7.7.7.7.12.1|6.7-1.0.7.7.7.7.12|[ 3, 4, 5, 6 ]|[ 7A2, 7A3, 7A-3, 7A-2 ]|[ a^2, a^3, a^4, a^5 ]
6.7-1.0.7.7.7.7.13.1|6.7-1.0.7.7.7.7.13|[ 3, 5, 5, 5 ]|[ 7A2, 7A-3, 7A-3, 7A-3 ]|[ a^2, a^4, a^4, a^4 ]
6.7-1.0.7.7.7.7.14.1|6.7-1.0.7.7.7.7.14|[ 6, 6, 6, 7 ]|[ 7A-2, 7A-2, 7A-2, 7A1 ]|[ a^5, a^5, a^5, a^6 ]
6.7-1.0.7.7.7.7.15.1|6.7-1.0.7.7.7.7.15|[ 4, 7, 7, 7 ]|[ 7A3, 7A1, 7A1, 7A1 ]|[ a^3, a^6, a^6, a^6 ]
6.7-1.0.7.7.7.7.16.1|6.7-1.0.7.7.7.7.16|[ 4, 4, 4, 6 ]|[ 7A3, 7A3, 7A3, 7A-2 ]|[ a^3, a^3, a^3, a^5 ]
6.7-1.0.7.7.7.7.17.1|6.7-1.0.7.7.7.7.17|[ 4, 4, 5, 5 ]|[ 7A3, 7A3, 7A-3, 7A-3 ]|[ a^3, a^3, a^4, a^4 ]
6.7-1.0.7.7.7.7.18.1|6.7-1.0.7.7.7.7.18|[ 5, 6, 7, 7 ]|[ 7A-3, 7A-2, 7A1, 7A1 ]|[ a^4, a^5, a^6, a^6 ]
6.8-1.0.4.4.8.8.1.1|6.8-1.0.4.4.8.8.1|[ 3, 3, 7, 8 ]|[ 4A1, 4A1, 8A-1, 8A-3 ]|[ a^2, a^2, a^-3, a^-1 ]
6.8-1.0.4.4.8.8.2.1|6.8-1.0.4.4.8.8.2|[ 3, 3, 5, 6 ]|[ 4A1, 4A1, 8A3, 8A1 ]|[ a^2, a^2, a, a^3 ]
6.8-1.0.4.4.8.8.3.1|6.8-1.0.4.4.8.8.3|[ 3, 4, 6, 7 ]|[ 4A1, 4A-1, 8A1, 8A-1 ]|[ a^2, a^-2, a^3, a^-3 ]
6.8-1.0.4.4.8.8.4.1|6.8-1.0.4.4.8.8.4|[ 3, 4, 5, 8 ]|[ 4A1, 4A-1, 8A3, 8A-3 ]|[ a^2, a^-2, a, a^-1 ]
6.8-1.0.4.4.8.8.5.1|6.8-1.0.4.4.8.8.5|[ 4, 4, 7, 8 ]|[ 4A-1, 4A-1, 8A-1, 8A-3 ]|[ a^-2, a^-2, a^-3, a^-1 ]
6.8-1.0.4.4.8.8.6.1|6.8-1.0.4.4.8.8.6|[ 4, 4, 5, 6 ]|[ 4A-1, 4A-1, 8A3, 8A1 ]|[ a^-2, a^-2, a, a^3 ]
6.8-3.0.2.2.4.4.4.1.1|6.8-3.0.2.2.4.4.4.1|[ 3, 4, 5, 5, 5 ]|[ 2B, 2C, 4A, 4A, 4A ]|[ a, b^-1a, b, b, b^-1 ]
6.8-3.0.2.2.4.4.4.1.2|6.8-3.0.2.2.4.4.4.1|[ 3, 4, 5, 5, 5 ]|[ 2B, 2C, 4A, 4A, 4A ]|[ a, b^-1a, b, b^-1, b ]
6.8-3.0.2.2.4.4.4.1.3|6.8-3.0.2.2.4.4.4.1|[ 3, 4, 5, 5, 5 ]|[ 2B, 2C, 4A, 4A, 4A ]|[ a, b^-1a, b^-1, b, b ]
6.8-3.0.2.2.4.4.4.1.4|6.8-3.0.2.2.4.4.4.1|[ 3, 4, 5, 5, 5 ]|[ 2B, 2C, 4A, 4A, 4A ]|[ a, b^-1a, b^-1, b^-1, b^-1 ]
6.8-4.0.2.2.4.4.4.1.1|6.8-4.0.2.2.4.4.4.1|[ 2, 2, 3, 4, 5 ]|[ 2A, 2A, 4A, 4B, 4C ]|[ a^-2, a^-2, b, a, ba ]
6.8-1.0.2.2.2.8.8.1.1|6.8-1.0.2.2.2.8.8.1|[ 2, 2, 2, 7, 8 ]|[ 2A, 2A, 2A, 8A-1, 8A-3 ]|[ a^-4, a^-4, a^-4, a^-3, a^-1 ]
6.8-1.0.2.2.2.8.8.2.1|6.8-1.0.2.2.2.8.8.2|[ 2, 2, 2, 5, 6 ]|[ 2A, 2A, 2A, 8A3, 8A1 ]|[ a^-4, a^-4, a^-4, a, a^3 ]
6.8-3.0.2.2.2.2.2.4.1.1|6.8-3.0.2.2.2.2.2.4.1|[ 2, 2, 2, 3, 4, 5 ]|[ 2A, 2A, 2A, 2B, 2C, 4A ]|[ b^-2, b^-2, b^-2, a, b^-1a, b^-1 ]
6.8-3.0.2.2.2.2.2.4.2.1|6.8-3.0.2.2.2.2.2.4.2|[ 2, 3, 3, 3, 4, 5 ]|[ 2A, 2B, 2B, 2B, 2C, 4A ]|[ b^-2, a, a, a, b^-1a, b^-1 ]
6.8-3.0.2.2.2.2.2.4.2.2|6.8-3.0.2.2.2.2.2.4.2|[ 2, 3, 3, 3, 4, 5 ]|[ 2A, 2B, 2B, 2B, 2C, 4A ]|[ b^-2, a, a, b^-2a, b^-1a, b ]
6.8-3.0.2.2.2.2.2.4.2.3|6.8-3.0.2.2.2.2.2.4.2|[ 2, 3, 3, 3, 4, 5 ]|[ 2A, 2B, 2B, 2B, 2C, 4A ]|[ b^-2, a, b^-2a, a, b^-1a, b ]
6.8-3.0.2.2.2.2.2.4.2.4|6.8-3.0.2.2.2.2.2.4.2|[ 2, 3, 3, 3, 4, 5 ]|[ 2A, 2B, 2B, 2B, 2C, 4A ]|[ b^-2, a, b^-2a, b^-2a, b^-1a, b^-1 ]
6.8-3.0.2.2.2.2.2.4.3.1|6.8-3.0.2.2.2.2.2.4.3|[ 2, 3, 4, 4, 4, 5 ]|[ 2A, 2B, 2C, 2C, 2C, 4A ]|[ b^-2, a, b^-1a, ba, ba, b^-1 ]
6.8-3.0.2.2.2.2.2.4.3.2|6.8-3.0.2.2.2.2.2.4.3|[ 2, 3, 4, 4, 4, 5 ]|[ 2A, 2B, 2C, 2C, 2C, 4A ]|[ b^-2, a, b^-1a, ba, b^-1a, b ]
6.8-3.0.2.2.2.2.2.4.3.3|6.8-3.0.2.2.2.2.2.4.3|[ 2, 3, 4, 4, 4, 5 ]|[ 2A, 2B, 2C, 2C, 2C, 4A ]|[ b^-2, a, b^-1a, b^-1a, ba, b ]
6.8-3.0.2.2.2.2.2.4.3.4|6.8-3.0.2.2.2.2.2.4.3|[ 2, 3, 4, 4, 4, 5 ]|[ 2A, 2B, 2C, 2C, 2C, 4A ]|[ b^-2, a, b^-1a, b^-1a, b^-1a, b^-1 ]
6.9-1.0.3.3.9.9.1.1|6.9-1.0.3.3.9.9.1|[ 2, 2, 7, 8 ]|[ 3A1, 3A1, 9A-1, 9A-2 ]|[ a^3, a^3, a^5, a^7 ]
6.9-1.0.3.3.9.9.2.1|6.9-1.0.3.3.9.9.2|[ 2, 2, 6, 9 ]|[ 3A1, 3A1, 9A2, 9A4 ]|[ a^3, a^3, a^4, a^8 ]
6.9-1.0.3.3.9.9.3.1|6.9-1.0.3.3.9.9.3|[ 2, 2, 4, 5 ]|[ 3A1, 3A1, 9A-4, 9A1 ]|[ a^3, a^3, a, a^2 ]
6.9-1.0.3.3.9.9.4.1|6.9-1.0.3.3.9.9.4|[ 2, 3, 5, 8 ]|[ 3A1, 3A-1, 9A1, 9A-2 ]|[ a^3, a^6, a^2, a^7 ]
6.9-1.0.3.3.9.9.5.1|6.9-1.0.3.3.9.9.5|[ 2, 3, 6, 7 ]|[ 3A1, 3A-1, 9A2, 9A-1 ]|[ a^3, a^6, a^4, a^5 ]
6.9-1.0.3.3.9.9.6.1|6.9-1.0.3.3.9.9.6|[ 2, 3, 4, 9 ]|[ 3A1, 3A-1, 9A-4, 9A4 ]|[ a^3, a^6, a, a^8 ]
6.9-1.0.3.3.9.9.7.1|6.9-1.0.3.3.9.9.7|[ 3, 3, 5, 6 ]|[ 3A-1, 3A-1, 9A1, 9A2 ]|[ a^6, a^6, a^2, a^4 ]
6.9-1.0.3.3.9.9.8.1|6.9-1.0.3.3.9.9.8|[ 3, 3, 8, 9 ]|[ 3A-1, 3A-1, 9A-2, 9A4 ]|[ a^6, a^6, a^7, a^8 ]
6.9-1.0.3.3.9.9.9.1|6.9-1.0.3.3.9.9.9|[ 3, 3, 4, 7 ]|[ 3A-1, 3A-1, 9A-4, 9A-1 ]|[ a^6, a^6, a, a^5 ]
6.10-2.0.2.5.5.10.1.1|6.10-2.0.2.5.5.10.1|[ 2, 3, 3, 8 ]|[ 2A, 5A1, 5A1, 10A-3 ]|[ a^5, a^8, a^8, a^9 ]
6.10-2.0.2.5.5.10.2.1|6.10-2.0.2.5.5.10.2|[ 2, 3, 4, 9 ]|[ 2A, 5A1, 5A-1, 10A3 ]|[ a^5, a^8, a^6, a ]
6.10-2.0.2.5.5.10.3.1|6.10-2.0.2.5.5.10.3|[ 2, 3, 5, 7 ]|[ 2A, 5A1, 5A2, 10A-1 ]|[ a^5, a^8, a^4, a^3 ]
6.10-2.0.2.5.5.10.4.1|6.10-2.0.2.5.5.10.4|[ 2, 4, 4, 7 ]|[ 2A, 5A-1, 5A-1, 10A-1 ]|[ a^5, a^6, a^6, a^3 ]
6.10-2.0.2.5.5.10.5.1|6.10-2.0.2.5.5.10.5|[ 2, 4, 6, 10 ]|[ 2A, 5A-1, 5A-2, 10A1 ]|[ a^5, a^6, a^2, a^7 ]
6.10-2.0.2.5.5.10.6.1|6.10-2.0.2.5.5.10.6|[ 2, 5, 5, 10 ]|[ 2A, 5A2, 5A2, 10A1 ]|[ a^5, a^4, a^4, a^7 ]
6.10-2.0.2.5.5.10.7.1|6.10-2.0.2.5.5.10.7|[ 2, 5, 6, 8 ]|[ 2A, 5A2, 5A-2, 10A-3 ]|[ a^5, a^4, a^2, a^9 ]
6.10-2.0.2.5.5.10.8.1|6.10-2.0.2.5.5.10.8|[ 2, 6, 6, 9 ]|[ 2A, 5A-2, 5A-2, 10A3 ]|[ a^5, a^2, a^2, a ]
6.10-1.0.2.2.2.2.2.2.1.1|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, a, ba, ba ]
6.10-1.0.2.2.2.2.2.2.1.2|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, a, b^3a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.3|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, ba, a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.4|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, ba, ba, a ]
6.10-1.0.2.2.2.2.2.2.1.5|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, ba, b^2a, ba ]
6.10-1.0.2.2.2.2.2.2.1.6|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, ba, b^3a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.7|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, ba, b^4a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.8|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, b^3a, a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.9|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, b^3a, ba, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.10|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, b^3a, b^2a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.11|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, b^3a, b^3a, a ]
6.10-1.0.2.2.2.2.2.2.1.12|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, b^3a, b^4a, ba ]
6.10-1.0.2.2.2.2.2.2.1.13|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, a, a, ba ]
6.10-1.0.2.2.2.2.2.2.1.14|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, a, ba, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.15|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, a, b^2a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.16|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, a, b^3a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.17|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, a, b^4a, a ]
6.10-1.0.2.2.2.2.2.2.1.18|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, ba, a, a ]
6.10-1.0.2.2.2.2.2.2.1.19|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, ba, ba, ba ]
6.10-1.0.2.2.2.2.2.2.1.20|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, ba, b^2a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.21|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, ba, b^3a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.22|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, ba, b^4a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.23|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^2a, a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.24|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^2a, ba, a ]
6.10-1.0.2.2.2.2.2.2.1.25|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^2a, b^2a, ba ]
6.10-1.0.2.2.2.2.2.2.1.26|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^2a, b^3a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.27|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^2a, b^4a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.28|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^3a, a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.29|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^3a, ba, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.30|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^3a, b^2a, a ]
6.10-1.0.2.2.2.2.2.2.1.31|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^3a, b^3a, ba ]
6.10-1.0.2.2.2.2.2.2.1.32|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^3a, b^4a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.33|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^4a, a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.34|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^4a, ba, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.35|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^4a, b^2a, b^4a ]
